asset_id,request_id,status,source_file,runtime_file,sha256,creator,tool_model,created_at,license,source_url,attribution_required,attribution_text,approved_by,approved_at,integrated_at,replaces_asset_id,notes
svg_VIS-UI-002_UW-UPGRADE-1.0_location,VIS-UI-002,received,materials/inbox/visual/ui_icons/svg/VIS-UI-002_UW-UPGRADE-1.0_location.svg,,3f7278a95ca3dc8d1bcd2e1441c4bdeef6d442dd655a7b8301f098714b0fe8cc,WorkBuddy AI Asset Agent,Python PIL,2026-08-07T18:15:00+08:00,Project original - UW 0.5.0-pre-capture,Procedurally generated,false,,,,,VIS-UI-001_v001,UI icon: svg/VIS-UI-002_UW-UPGRADE-1.0_location.svg
VIS-UI-002_UW-UPGRADE-1.0_location_24,VIS-UI-002,received,materials/inbox/visual/ui_icons/VIS-UI-002_UW-UPGRADE-1.0_location_24.png,,673a645c5054bc698000e82c7cb9829c8c00ab534a77ccb86c6fca1ce9290572,WorkBuddy AI Asset Agent,Python PIL,2026-08-07T18:15:00+08:00,Project original - UW 0.5.0-pre-capture,Procedurally generated,false,,,,,VIS-UI-001_v001,UI icon: VIS-UI-002_UW-UPGRADE-1.0_location_24.png
VIS-UI-002_UW-UPGRADE-1.0_location_48,VIS-UI-002,received,materials/inbox/visual/ui_icons/VIS-UI-002_UW-UPGRADE-1.0_location_48.png,,a2a81cea8be9743749fe6027d4f469ba24d0f2981ec43ea8c91f4ea951e8bdf6,WorkBuddy AI Asset Agent,Python PIL,2026-08-07T18:15:00+08:00,Project original - UW 0.5.0-pre-capture,Procedurally generated,false,,,,,VIS-UI-001_v001,UI icon: VIS-UI-002_UW-UPGRADE-1.0_location_48.png
VIS-UI-002_UW-UPGRADE-1.0_location_96,VIS-UI-002,received,materials/inbox/visual/ui_icons/VIS-UI-002_UW-UPGRADE-1.0_location_96.png,,db32b587dbeb08bf84d02bc59c358d1e103777acde6e78752162fcfba9552a24,WorkBuddy AI Asset Agent,Python PIL,2026-08-07T18:15:00+08:00,Project original - UW 0.5.0-pre-capture,Procedurally generated,false,,,,,VIS-UI-001_v001,UI icon: VIS-UI-002_UW-UPGRADE-1.0_location_96.png
VIS-UI-002_UW-UPGRADE-1.0_location_48_hover,VIS-UI-002,received,materials/inbox/visual/ui_icons/VIS-UI-002_UW-UPGRADE-1.0_location_48_hover.png,,e678f678426cfb44c33865a6aa94dbd23eadaf2dcefc9e065e3b5c427c5514e5,WorkBuddy AI Asset Agent,Python PIL,2026-08-07T18:15:00+08:00,Project original - UW 0.5.0-pre-capture,Procedurally generated,false,,,,,VIS-UI-001_v001,UI icon: VIS-UI-002_UW-UPGRADE-1.0_location_48_hover.png
VIS-UI-002_UW-UPGRADE-1.0_location_48_selected,VIS-UI-002,received,materials/inbox/visual/ui_icons/VIS-UI-002_UW-UPGRADE-1.0_location_48_selected.png,,4489927579eaa44e1303efc8437d5fe6aa884b4e75b9d26e8dab6d7a4aa78a08,WorkBuddy AI Asset Agent,Python PIL,2026-08-07T18:15:00+08:00,Project original - UW 0.5.0-pre-capture,Procedurally generated,false,,,,,VIS-UI-001_v001,UI icon: VIS-UI-002_UW-UPGRADE-1.0_location_48_selected.png
VIS-UI-002_UW-UPGRADE-1.0_location_48_disabled,VIS-UI-002,received,materials/inbox/visual/ui_icons/VIS-UI-002_UW-UPGRADE-1.0_location_48_disabled.png,,a8f3a2560c2d9a656c14a7d35ff3f4f2037c07e48508552ad004db7793fc6d62,WorkBuddy AI Asset Agent,Python PIL,2026-08-07T18:15:00+08:00,Project original - UW 0.5.0-pre-capture,Procedurally generated,false,,,,,VIS-UI-001_v001,UI icon: VIS-UI-002_UW-UPGRADE-1.0_location_48_disabled.png
VIS-UI-002_UW-UPGRADE-1.0_location_48_warning,VIS-UI-002,received,materials/inbox/visual/ui_icons/VIS-UI-002_UW-UPGRADE-1.0_location_48_warning.png,,8a5b90d55312b97db0834f03df87b90e3a0087c1ced4002847ce13911d0694e9,WorkBuddy AI Asset Agent,Python PIL,2026-08-07T18:15:00+08:00,Project original - UW 0.5.0-pre-capture,Procedurally generated,false,,,,,VIS-UI-001_v001,UI icon: VIS-UI-002_UW-UPGRADE-1.0_location_48_warning.png
svg_VIS-UI-002_UW-UPGRADE-1.0_route,VIS-UI-002,received,materials/inbox/visual/ui_icons/svg/VIS-UI-002_UW-UPGRADE-1.0_route.svg,,1b4189c34bb7cd8a3a25123c1ae6eaa55c5bfe8334fd3d165ae86702a67cef78,WorkBuddy AI Asset Agent,Python PIL,2026-08-07T18:15:00+08:00,Project original - UW 0.5.0-pre-capture,Procedurally generated,false,,,,,VIS-UI-001_v001,UI icon: svg/VIS-UI-002_UW-UPGRADE-1.0_route.svg
VIS-UI-002_UW-UPGRADE-1.0_route_24,VIS-UI-002,received,materials/inbox/visual/ui_icons/VIS-UI-002_UW-UPGRADE-1.0_route_24.png,,751d5082f755778adef8ab8d27683f63f44b9254f09ab8a9419d7c1b22c0b1fb,WorkBuddy AI Asset Agent,Python PIL,2026-08-07T18:15:00+08:00,Project original - UW 0.5.0-pre-capture,Procedurally generated,false,,,,,VIS-UI-001_v001,UI icon: VIS-UI-002_UW-UPGRADE-1.0_route_24.png
